,index,brand_name,model_name,price,rating,generation,number_of_cores,number_of_threads,RAM (in GB),Data_rate,hardware_type,SSD (in GB),Graphic_cards,resolution (in Pixels),touch_screen,display (in inches),OS,warranty
777,777,Honor,Honor MagicBook 14 M-WFQ9AHNE Laptop ,44990,,5th,6,12,16,DDR4,AMD Ryzen 5  5500U,512.0,AMD Radeon, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
778,778,HP,HP 14s-fq0567AU Laptop ,32999,,3rd,2,4,8,DDR4,AMD Ryzen 3  3250U,256.0,AMD Radeon AMD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
779,779,HP,HP Omen 16-k0360TX Laptop ,161000,81.0,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,16.1,Windows 11 ,1 Year Warranty
780,780,Lenovo,Lenovo Thinkbook 15 21DJA04LIH Laptop ,64990,,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
781,781,HP,HP Omen 16-n0054AX Gaming Laptop ,130490,73.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800H,1024.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
782,782,Lenovo,Lenovo Thinkpad E14 21E3S05B00 Laptop ,125500,70.0,12th,10,12,16,DDR4,Intel Core i7 1255U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
783,783,Lenovo,Lenovo Ideapad Flex 5 82R70068IN Laptop ,71990,61.0,12th,10,12,8,LPDDR4x,Intel Core i5 1235U,512.0,Intel UHD, 1920 x 1200 ,Yes,14,Windows 11 ,1 Year Warranty
784,784,HP,HP Omen 16-k0370TX Gaming Laptop ,170490,84.0,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,8 GB NVIDIA GeForce 3070Ti, 1920 x 1080 ,No,16.1,Windows 11 ,1 Year Warranty
785,785,Lenovo,Lenovo IdeaPad Slim 5 82SF004WIN Laptop ,72600,64.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
786,786,HP,HP Omen 16-n0051AX Gaming Laptop ,154490,80.0,6th,8,16,32,DDR5,AMD Ryzen 9 6900HX,1024.0,8 GB AMD Radeon RX 6650M Graphics, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
787,787,Lenovo,Lenovo Thinkpad E15 21DJA041IH Laptop ,61990,60.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
788,788,Lenovo,Lenovo ThinkPad E14 21E3S04X00 Laptop ,67990,65.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
789,789,Lenovo,Lenovo Thinkpad E15 21DJA04NIH Laptop ,85990,64.0,12th,10,12,16,DDR4,Intel Core i7 1255U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
790,790,HP,HP Omen 17-ck1023TX Gaming Laptop ,296000,,12th,16,24,32,DDR5,Intel Core i9 12900HX,2048.0,16 GB NVIDIA GeForce RTX 3080Ti, 2560 x 1440 ,No,17.3,Windows 11 ,1 Year Warranty
791,791,HP,HP Victus 15-fb0082AX Gaming Laptop ,65999,71.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
792,792,HP,HP Omen 16-n0050AX Gaming Laptop ,104990,65.0,6th,8,16,16,DDR4,AMD Ryzen 7  6800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,16,Windows 11,1 Year Warranty
793,793,HP,HP Omen 16-n0049AX Gaming Laptop ,105999,65.0,6th,8,16,16,DDR4,AMD Ryzen 7  6800H,512.0,4 GB NVIDIA GeForce RTX 3050Ti, 1920 x 1080 ,No,16,Windows 11,1 Year Warranty
794,794,Lenovo,Lenovo V14 Gen 2 ITL 82KAA001IH Laptop ,49999,,11th,4,8,8,DDR4,Intel Core i5 1135G7,1024.0,Intel Integrated, 1920 x 1080 ,No,14,DOS,1 Year Warranty
795,795,Dell,Dell XPS 9315 Laptop ,132470,,12th,10,12,16,LPDDR5,Intel Core i7 1250U,512.0,Iris Xe, 1920 x 1080 ,Yes,13.4,Windows 11,1 Year Warranty
796,847,Dell,Dell Latitude 3420 Laptop ,86000,64.0,11th,4,8,16,DDR4,Intel Core i5 1135G7,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,
797,797,Lenovo,Lenovo Thinkpad E14 Gen 21E3S05800 Laptop ,98990,65.0,12th,10,12,16,DDR4,Intel Core i7 1255U,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
798,798,Lenovo,Lenovo ThinkPad E14 21E3S04W00 Laptop ,70990,,12th,10,12,16,,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
799,799,Lenovo,Lenovo IdeaPad Gaming 3 82K201V2IN Laptop ,76990,73.0,5th,8,16,8,DDR4,AMD Ryzen 7  5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
800,800,Lenovo,Lenovo Yoga 9 82LU008TIN Laptop ,179990,68.0,12th,14,20,16,LPDDR5,Intel Core i7 1280P,1024.0,Intel Iris Xe Graphics, 3840 x 2160 ,No,14,Windows 11,1 Year Warranty
801,801,Acer,Acer One 14 Z2-493 Business Laptop ,39990,,3rd,4,8,16,DDR4,AMD Ryzen 5 3500U,512.0,AMD Radeon Radeon Graphics, 1366 x 768 ,No,14,Windows 11,1 Year Warranty
802,802,Gigabyte,Gigabyte G5 RC45MD Laptop ,65990,70.0,11th,6,12,16,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce RTX 3050 Ti, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
803,803,HP,HP Envy x360 13-bf0062TU Laptop ,104990,67.0,12th,10,12,16,LPDDR4x,Intel Core i7 1250U,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,Yes,13.3,Windows 11,1 Year Warranty
804,804,Gigabyte,Gigabyte G5 RC45GD Laptop ,61990,70.0,11th,6,12,16,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
805,805,Gigabyte,Gigabyte G5 RC45KD Laptop ,79990,71.0,11th,6,12,16,DDR4,Intel Core i5 11400H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
806,806,Fujitsu,Fujitsu UH-X 4ZR1K06212 Laptop ,89990,67.0,12th,10,12,16,,Intel Core i7 1255U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,13.3,Windows 11,2 Year Warranty
807,807,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop ,68999,67.0,11th,4,8,8,DDR4,Intel Core i5 11300H,512.0,4 GB NVIDIA GeForce RTX 3050 Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
808,808,Lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN Laptop ,74990,73.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
809,809,Honor,Honor MagicBook X15 BohrBR-WAH9F Laptop ,42990,,10th,4,8,8,DDR4,Intel Core i5 10210U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 10,
810,810,Lenovo,Lenovo ThinkBook 14 20VDA0QTIH Laptop ,61999,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,DOS,1 Year Warranty
811,811,Acer,Acer TravelMate TMB311-31 Laptop ,28990,,,4,4,4,DDR4,,128.0,UHD Graphics 600, 1366 x 768 ,No,11.6,Windows 11,1 Year Warranty
812,812,Lenovo,Lenovo IdeaPad Gaming 3 82K201YAIN Laptop ,55990,67.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
813,813,Dell,Dell Latitude 3420 Laptop ,67990,,11th,2,4,16,DDR4,Intel Core i3 1115G4,512.0,Intel UHD Graphics, 1366 x 768 ,No,14,Ubuntu,1 Year Warranty
814,814,Lenovo,Lenovo ThinkPad E15 20TDS0T900 Laptop ,52000,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
815,815,Fujitsu,Fujitsu UH-X 4ZR1J37875 Laptop ,69990,67.0,12th,10,12,16,LPDDR4X,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,13.3,Windows 11,2 Year Warranty
816,816,Fujitsu,Fujitsu UH-X 4ZR1J37876 Laptop ,89990,68.0,12th,10,12,16,LPDDR4X,Intel Core i7 1255U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,13.3,Windows 11,2 Year Warranty
817,817,Dell,Dell Latitude 3420 2022 Laptop ,80750,66.0,11th,4,8,16,DDR4,Intel Core i5 1135G7,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
818,818,HP,HP 250 G8 6X4B3PA Laptop ,35990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel UHD, 1366 x 768 ,No,15.6,Windows 11,1 Year Warranty
819,819,Microsoft,Microsoft Surface Studio ‎A1Y-00001 Laptop ,189990,70.0,11th,4,8,16,LPDDR4X,Intel Core i7 11370H,512.0,8 GB NVIDIA GeForce RTX 3050 Ti, 2400 x 1080 ,Yes,14.4,Windows 11,1 Year Warranty
820,820,HP,HP Pavilion x360 14-ek0072TU Laptop ,77070,66.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
821,821,Acer,Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop ,319990,83.0,12th,14,20,32,DDR5,Intel Core i9 12900H,2048.0,NVIDIA GeForce RTX 3030, 3840 x 2160 ,No,15.6,Windows 11,1 Year Warranty
822,822,Lenovo,Lenovo IdeaPad Flex 5 82R70069IN Laptop ,79990,,12th,10,12,16,LPDDR4x,Intel Core i5 1235U,512.0,Intel Integrated Intel Iris Xe Graphics, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
823,823,Lenovo,Lenovo ThinkBook 15 20VE00W4IH Laptop ,77990,60.0,11th,4,8,16,DDR4,Intel Core i7 1165G7,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
824,824,Acer,Acer Nitro 5 AN515-46 Laptop ,84990,63.0,6th,6,12,8,DDR5,AMD Ryzen 5  6600H,1024.0,4 GB NVIDIA GeForce RTX 3050, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
825,825,Dell,Dell XPS 13 Plus Laptop ,171000,68.0,12th,12,16,16,LPDDR5,Intel Core i5 1240P,512.0,Intel Iris Xe Graphics, 3840 x 2400 ,Yes,13.4,Windows 11,1 Year Warranty
826,826,HP,HP Envy x360 16-h0028TX Laptop ,143990,68.0,12th,10,12,16,LPDDR4x,Intel Core i7 1250U,512.0,Intel Iris X Graphics, 3840 x 2400 ,Yes,13.3,Windows 11,1 Year Warranty
827,827,HP,HP Envy 16-h0025tx Laptop ,212999,75.0,12th,14,20,16,DDR5,Intel Core i9 12900H,1024.0,6 GB NVIDIA GeForce RTX 3060, 3840 x 2160 ,No,16,Windows 11 ,1 Year Warranty
828,828,Honor,Honor MagicBook 15 WDQ9CHNE Laptop ,39990,,5th,6,12,8,DDR4,AMD Ryzen 5  5500U,256.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
829,829,Honor,Honor MagicBook 14 WDQ9BHNE Laptop ,41829,,5th,6,12,8,DDR4,AMD Ryzen 5  5500U,512.0,AMD Radeon, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
830,830,HP,HP Omen 17-ck1022TX Gaming Laptop ,199999,75.0,12th,16,24,32,DDR5,Intel Core i7 12800HX,1024.0,8 GB NVIDIA GeForce RTX 3070Ti, 2560 x 1440 ,No,16.1,Windows 11,1 Year Warranty
831,831,Dell,Dell Inspiron 5320 Laptop ,79990,65.0,12th,12,16,16,DDR5,Intel Core i5 1240P,512.0,Intel Integrated UHD, 2560 x 1600 ,No,13.3,Windows 11,1 Year Warranty
832,832,HP,HP Omen 16-n0079AX Gaming Laptop ,103190,80.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800H,512.0,8 GB AMD Radeon RX 6650M, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
833,833,Lenovo,Lenovo Legion 5 Pro 82RG009AIN Laptop ,159990,75.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800H,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
834,834,HP,HP Envy x360 13-bf0058TU Laptop ,93990,66.0,12th,10,12,16,LPDDR4x,Intel Core i5 1230U,512.0,Intel Iris X Graphics, 2880 x 1800 ,Yes,13.3,Windows 11,1 Year Warranty
835,835,HP,HP Envy 16-h0026tx Laptop ,221499,77.0,12th,14,20,32,DDR4,Intel Core i9 12900H,1024.0,6 GB NVIDIA GeForce RTX 3060, 3840 x 2160 ,No,15.6,Windows 11 ,1 Year Warranty
836,836,Lenovo,Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop ,99490,62.0,12th,12,16,16,LPDDR5,Intel Core i7 1260P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
837,837,HP,HP Envy x360 13-bf0063TU Laptop ,125500,70.0,12th,10,12,16,LPDDR4x,Intel Core i7 1250U,1024.0,Intel Iris X Graphics, 2880 x 1800 ,Yes,13.3,Windows 11,1 Year Warranty
838,838,Asus,Asus TUF Gaming A15 2022 FA506QM-HN008W Gaming Laptop ,86990,70.0,5th,8,16,16,DDR4,AMD Ryzen 7  5800H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
839,839,Lenovo,Lenovo Yoga 6 82UD0068IN 2-in-1 Laptop ,86600,62.0,5th,8,16,16,DDR4,AMD Ryzen 7  5700U,512.0,AMD Radeon, 1920 x 1080 ,Yes,13.3,Windows 11,3 Year Warranty
840,840,Lenovo,Lenovo V14 G2-ITL 82KAA025IH Laptop ,41555,,11th,2,4,8,DDR4,Intel Core i3 1115G4,1024.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 10,1 Year Warranty
841,841,HP,HP Chromebook 14a-na1004TU Laptop ,20990,,,2,2,4,LPDDR4,,64.0,Intel Integrated UHD Graphics, 1366 x 768 ,Yes,14,Chrome,1 Year Warranty
842,842,Lenovo,Lenovo E41-55 AMD Laptop ,21999,,,2,2,8,,,1024.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
843,843,Lenovo,Lenovo V14-IIL 82C4019YIH Laptop ,45999,,10th,4,8,4,DDR4,Intel Core i5 1035G1,256.0,Intel Integrated UHD, 1366 x 768 ,No,14,Windows 10,1 Year Warranty
844,844,Asus,Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop ,49990,62.0,12th,10,12,8,DDR4,Intel Core i3 1220P,512.0,Intel Integrated UHD, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
845,845,Asus,Asus VivoBook 14 2022 X1402ZA-EK521WS Laptop ,51990,62.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
846,846,Asus,Asus VivoBook 14 2022 X1402ZA-MW512WS Laptop ,66990,66.0,12th,12,16,16,DDR4,Intel Core i5 1240P,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
847,1015,HP,HP 15s-dr3506TU Laptop ,42990,60.0,11th,2,4,8,DDR4,Intel Core i3 1115G4,1024.0,Intel UHD Graphics, 1366 x 768 ,No,14,Windows 10 ,
848,848,Lenovo,Lenovo E41-55 Laptop ,18990,,,2,2,8,DDR4,,256.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
849,849,HP,HP 250 G8 6G9R1PA Notebook ,34990,,11th,,,8,DDR4,Intel Core i3,512.0,,,No,,Linux,
850,850,Lenovo,Lenovo Thinkpad E14 20TAS16300 Laptop ,45999,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel ‎Integrated, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
851,851,Acer,Acer TravelMate TMP215-53 Laptop ,29990,,,2,4,4,DDR4,,1024.0,Intel Integrated, 1366 x 768 ,No,15.6,Windows 11,1 Year Warranty
852,852,Honor,Honor MagicBook X 14 2022 Laptop ,52999,64.0,12th,10,12,16,LPDDR4x,Intel Core i5 1235U,512.0,Intel Iris Xe, 2240 x 1400 ,No,14,Windows 11,1 Year Warranty
853,853,HP,HP 430 G8 366B1PA Business Laptop ,109900,,11th,,,8,DDR4,Intel Core i7-1165G7,512.0,,,No,,Linux,
854,854,Honor,Honor Magicbook V14 2022 Laptop ,68999,70.0,12th,12,16,16,LPDDR5,Intel Core i5 12500H,512.0,Intel Iris Xe, 2520 x 1680 ,Yes,14.2,Windows 11,
855,855,Honor,Honor MagicBook X 16 2022 Laptop ,52999,62.0,12th,10,12,16,LPDDR4x,Intel Core i5 1235U,512.0,Intel Iris Xe, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
856,856,Huawei,Huawei MateBook D14 Laptop ,77675,61.0,10th,4,8,8,DDR4,Intel Core i5 10210U,512.0,Intel UHD Graphics, 1920 x 1080 ,Yes,14,Windows 10,1 Year Warranty
857,857,Asus,Asus VivoBook 14 2021 X415KA-BV121WS Laptop ,28990,,,4,4,8,DDR4,,256.0,Intel Integrated Intel UHD, 1366 x 768 ,No,14.1,Windows 11,1 Year Warranty
858,858,Asus,Asus ROG Flow X16 2022 GV601RM-M5039WS Gaming Laptop ,211990,83.0,,8,,16,DDR5,,1024.0,6 GB AMD Radeon Radeon 680M, 2560 x 1600 ,Yes,16,Windows 11,1 Year Warranty
859,859,HP,HP Envy x360 13-bf0078TU Laptop ,80990,64.0,12th,10,12,8,LPDDR4x,Intel Core i5 1230U,512.0,Intel Iris X Graphics, 1920 x 1080 ,Yes,13.3,Windows 11,1 Year Warranty
860,860,Asus,Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming Laptop ,156990,81.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HS​,1024.0,8 GB AMD Radeon RX 6700S, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
861,861,Asus,Asus ROG Flow X16 2022 GV601RM-M6055WS Gaming Laptop ,171990,81.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800HS,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1600 ,Yes,16,Windows 11,1 Year Warranty
862,862,Huawei,Huawei MateBook X Pro 2022 Laptop ,113999,64.0,12th,12,16,16,LPDDR5,Intel Core i7 1260P,512.0,Intel Iris Xe, 3120 x 2080 ,Yes,14.2,Windows 11,1 Year Warranty
863,863,Lenovo,Lenovo V14 Gen 2 82KAA002IH Laptop ,47199,,11th,4,8,8,,Intel Core i5 1135G7,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,DOS,1 Year Warranty
864,864,Lenovo,Lenovo V15 G2-ITL Business Laptop ,51499,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
865,865,Lenovo,Lenovo Ideapad Flex 5 82R700ASIN Laptop ,60990,61.0,12th,6,8,8,LPDDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
866,866,Lenovo,Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH Laptop ,84999,64.0,11th,4,8,16,LPDDR4,Intel Core i7 1165G7,512.0,Intel Integrated Iris Xe, 2560 x 1600 ,No,13,Windows 11,1 Year Warranty
867,867,Avita,Avita Pura E NS14A6 Laptop ,29950,,10th,2,4,8,,Intel Core i3 10110U,256.0,Intel UHD Graphics 620, 1920 x 1080 ,No,14,Windows 10,1 Year Warranty
868,868,MSI,MSI Gaming Katana GF76 11SC-847IN Laptop ,61380,70.0,11th,6,12,8,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce GTX1650, 1920 x 1080 ,No,17.3,Windows 11,2 Year Warranty
869,869,Lenovo,Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop ,69990,61.0,11th,4,8,16,LPDDR4x,Intel Core i5 11320H,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
870,870,MSI,MSI Katana GF66 12UE-1001IN Gaming Laptop ,86990,70.0,12th,12,16,16,DDR4,Intel Core i5 12500H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
871,871,Lenovo,Lenovo IdeaPad Gaming 3 82K1019BIN Laptop ,68990,70.0,11th,4,8,16,DDR4,Intel Core i5 11300H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
872,872,Asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop ,131990,79.0,6th,8,16,16,LPDDR5,AMD Ryzen 9 6900HS​,1024.0,4 GB ‎NVIDIA GeForce RTX 3050, 1920 x 1200 ,Yes,13.4,Windows 11,1 Year Warranty
873,873,AGB,AGB Octev GA-9009 Gaming Laptop ,65000,60.0,11th,4,8,16,DDR4,Intel Core i7 1165G7,1024.0,2 GB NVIDIA Geforce MX450, 1920 x 1080 ,No,15.6,Windows 10,1 Year Warranty
874,874,Gigabyte,Gigabyte Aorus 5 SE4 Gaming Laptop ,144990,74.0,12th,14,20,16,DDR4,Intel Core i7 12700H,,8 GB NVIDIA GeForce RTX 3070, 2560 x 1440 ,No,15.6,Windows 11 ,2 Year Warranty
875,875,Lenovo,Lenovo V14-IGL ‎82C2S02K00 Laptop ,24999,,,2,2,4,DDR4,,256.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
876,876,Asus,Asus ROG Flow X13 GV301RE-LJ156WS Gaming Laptop ,151990,80.0,6th,8,16,32,LPDDR5,AMD Ryzen 9 6900HS​,1024.0,4 GB ‎NVIDIA GeForce RTX 3050 Ti, 1920 x 1200 ,Yes,13.4,Windows 11,1 Year Warranty
877,877,Lenovo,Lenovo Ideapad Flex 5 14IAU7 82R7006EIN Laptop ,60990,60.0,12th,6,8,8,LPDDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
878,878,Lenovo,Lenovo IdeaPad Gaming 3 82SA00B2IN Laptop ,111000,75.0,12th,14,20,16,DDR4,Intel Core i7 12700H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
879,879,Lenovo,Lenovo V15 Gen 2 Laptop ,38999,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15,Windows 11,1 Year Warranty
880,880,Gigabyte,Gigabyte Aero 5 KE4 OLED Laptop ,140900,78.0,12th,14,20,16,DDR4,Intel Core i7 12700H,1024.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11 ,2 Year Warranty
881,881,Acer,Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming Laptop ,89900,66.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
882,882,Lenovo,Lenovo V15 82KDA01DIH Laptop ,32999,61.0,5th,4,8,8,DDR4,AMD Ryzen 3 5300U,256.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
883,883,Lenovo,Lenovo IdeaPad Slim 5 82LN00JSIN Laptop ,64469,67.0,5th,8,16,16,DDR4,AMD Ryzen 7  5700U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
884,884,MSI,MSI Creator Pro M16 A12UIS-634IN Gaming Laptop ,97900,79.0,12th,14,20,16,DDR4,Intel Core i7 12700H,1024.0,4 GB NVIDIA GeForce RTX A1000, 2560 x 1660 ,No,16,Windows 11,2 Year Warranty
885,885,MSI,MSI Vector GP76 12UGSO-868IN Gaming Laptop ,165990,81.0,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,8 GB NVIDIA GeForce RTX 3070 Ti, 1920 x 1080 ,No,17.3,Windows 11,2 Year Warranty
886,886,MSI,MSI Creator M16 A12UD-633IN Laptop ,94990,78.0,12th,14,20,16,DDR4,Intel Core i7 12700H,512.0,4 GB NVIDIA GeForce RTX 3050 Ti, 2560 x 1660 ,No,16,Windows 11,2 Year Warranty
887,887,MSI,MSI Raider GE77HX 12UHS-205IN Gaming Laptop ,299990,85.0,12th,16,24,32,DDR5,Intel Core i9 12900HX,2048.0,16 GB NVIDIA GeForce RTX 3080 Ti, 3840 x 2160 ,No,17.3,Windows 11,2 Year Warranty
888,888,Lenovo,Lenovo Legion 5 Pro 16IAH7H 82RF00MGIN Gaming Laptop ,164990,80.0,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
889,889,Asus,Asus ROG Zephyrus G14 GA402RJ-L8069WS Gaming Laptop ,171990,84.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HS​,1024.0,8 GB AMD Radeon RX 6700S, 2560 x 1600 ,No,14,Windows 11,1 Year Warranty
890,890,Asus,Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop ,84990,72.0,12th,8,12,16,LPDDR5,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
891,891,Acer,Acer Aspire 7 A715-51G NH.QGCSI.001 Gaming Laptop ,65990,73.0,12th,12,16,8,DDR4,Intel Core i5 1240P,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
892,892,Lenovo,Lenovo V15 G2 82KDA00UIH Laptop ,32900,,5th,4,8,4,DDR4,AMD Ryzen 3 5300U,512.0,AMD Radeon Graphic, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
893,893,Lenovo,Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop ,52990,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
