,index,brand_name,model_name,price,rating,generation,number_of_cores,number_of_threads,RAM (in GB),Data_rate,hardware_type,SSD (in GB),Graphic_cards,resolution (in Pixels),touch_screen,display (in inches),OS,warranty
894,894,Lenovo,Lenovo E41-55 82FJ00AGIH Laptop ,19999,,,2,4,4,DDR4,,256.0,AMD Radeon RADEON, 1920 x 1080 ,No,14,DOS,1 Year Warranty
895,895,Asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop ,62646,,5th,6,12,16,DDR4,AMD Ryzen 5  5600H,512.0,AMD Radeon Graphics, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
896,896,Lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop ,74990,74.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
897,897,Lenovo,Lenovo IdeaPad Slim 3 81X800LCIN Laptop ,33990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
898,898,Lenovo,Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop ,104990,74.0,5th,8,16,16,DDR4,AMD Ryzen 7  5800H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
899,899,Lenovo,Lenovo V14-IGL Laptop ,21499,,,2,2,4,DDR4,,1024.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
900,900,HP,HP Pavilion x360 14-ek0074TU Laptop ,74490,67.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
901,901,Dell,Dell Inspiron 3525 D560789WIN9S Laptop ,51480,67.0,5th,6,12,8,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
902,902,HP,HP 14s-dy2508TU Laptop ,38990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
903,903,Asus,Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop ,89990,68.0,12th,8,12,16,LPDDR5,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050Ti, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
904,904,Lenovo,Lenovo IdeaPad Gaming 3 82K201UEIN Laptop ,55990,68.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
905,905,Dell,Dell Inspiron 7420 D560828WIN9S Laptop ,82350,,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
906,906,Asus,Asus TUF Gaming A17 2022 FA777RE-HX024WS Laptop ,102990,70.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800H,1024.0,4 GB NVIDIA GeForce RTX RTX 3050, 1920 x 1080 ,No,17.3,Windows 11,1 Year Warranty
907,907,Lenovo,Lenovo ThinkBook 15 21A4A08XIH Laptop ,34480,,5th,4,8,8,DDR4,AMD Ryzen 3 5300U,512.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
908,908,Gigabyte,Gigabyte Aorus 15 XE4 Gaming Laptop ,179990,81.0,12th,14,20,16,DDR4,Intel Core i7 12700H,1024.0,8 GB NVIDIA GeForce RTX 3070Ti, 2560 x 1440 ,No,15.6,Windows 11 ,2 Year Warranty
909,909,Gigabyte,Gigabyte Aorus 15 XE5 Gaming Laptop ,184900,81.0,12th,14,20,16,DDR4,Intel Core i7 12700H,1024.0,8 GB NVIDIA GeForce RTX 3070Ti, 2560 x 1440 ,No,15.6,Windows 11 ,2 Year Warranty
910,910,MSI,MSI Modern 14 B5M-242IN Laptop ,43850,,5th,6,12,8,DDR4,AMD Ryzen 5  5500U,512.0,AMD Radeon Radeon, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
911,911,Asus,Asus ROG Zephyrus G15 2022 GA503RM-HQ030WS Gaming Laptop ,161990,83.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HS​,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
912,912,HP,HP Spectre x360 16-f1009TX Laptop ,174490,73.0,12th,12,16,16,LPDDR4x,Intel Core i7 1260P,1024.0,4 GB Intel Arc A370M 4GB VRAM Graphics, 3840 x 2400 ,Yes,16,Windows 11,1 Year Warranty
913,913,HP,HP Victus 15-fb0053AX Gaming Laptop ,77849,70.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
914,914,Dell,Dell G15-5521 SE D560738WIN9B Laptop ,149990,84.0,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
915,915,Asus,Asus ProArt StudioBook Pro 16 H7600ZM-L901WS Laptop ,179990,86.0,12th,14,20,16,DDR5,Intel Core i9 12900H,1024.0,6 GB NVIDIA GeForce RTX 3060, 3840 x 2400 ,No,16,Windows 11,1 Year Warranty
916,916,MSI,MSI GT77 Titan 12UHS-054IN Gaming Laptop ,499990,,12th,16,24,64,DDR5,Intel Core i9 12900HX,2048.0,16 GB NVIDIA GeForce RTX 3080Ti, 3840 x 2160 ,No,17.3,Windows 11,2 Year Warranty
917,917,Asus,Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop ,239990,,12th,14,20,32,DDR5,Intel Core i9 12900H,1024.0,8 GB NVIDIA GeForce RTX 3070, 3840 x 2400 ,No,16,Windows 11,1 Year Warranty
918,918,Asus,Asus ProArt StudioBook Pro 16 H7600ZW-L711WS Laptop ,219990,,12th,14,20,32,DDR5,Intel Core i7 12700H,1024.0,8 GB NVIDIA GeForce RTX 3070 Ti, 3840 x 2400 ,No,16,Windows 1,1 Year Warranty
919,919,Asus,Asus ProArt StudioBook Pro 16 OLED H7600ZM-L701WS Laptop ,195600,87.0,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,6 GB NVIDIA GeForce RTX 3060, 3840 x 2400 ,No,16,Windows 11,1 Year Warranty
920,920,Gigabyte,Gigabyte Aorus 5 KE4 Gaming Laptop ,164000,79.0,12th,14,20,16,DDR4,Intel Core i7 12700H,1024.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11 ,2 Year Warranty
921,921,Asus,Asus TUF Gaming F15 FX506LHB-HN374WS Gaming Laptop ,70090,,10th,4,8,16,DDR4,Intel Core i5 10300H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11 ,1 Year Warranty
922,922,Dell,Dell Latitude 3420 Laptop ,35999,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel UHD Graphics, 1366 x 768 ,No,14,Ubuntu,1 Year Warranty
923,923,Dell,Dell XPS 9720 Laptop,272490,,12th,14,20,16,DDR5,Intel Core i7 12700H,1024.0,6 GB NVIDIA GeForce RTX 3060, 3840 x 2400 ,Yes,17,Windows 11,1 Year Warranty
924,924,Dell,Dell Latitude 3420 Laptop ,33990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel Integrated, 1366 x 768 ,No,14,Ubuntu,1 Year Warranty
925,925,Dell,Dell Latitude 3420 Laptop ,38050,,11th,2,4,16,,Intel Core i3 1115G4,256.0,Intel UHD Graphics, 1366 x 768 ,No,14,Ubuntu,1 Year Warranty
926,926,HP,HP Envy x360 13-bf0059TU Laptop ,103990,67.0,12th,10,12,16,LPDDR4x,Intel Core i7 1250U,512.0,Intel Iris X Graphics, 2880 x 1800 ,Yes,13.3,Windows 11,1 Year Warranty
927,927,Asus,Asus ROG Zephyrus G15 2022 GA503RM-HQ057WS Gaming Laptop ,161990,84.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HS​,1024.0,6 GB AMD Radeon Radeon, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
928,928,Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN Laptop ,76990,71.0,5th,8,16,8,DDR4,AMD Ryzen 7  5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
929,929,Acer,Acer Aspire 3 A314-35 UN.K0SSI.030 Laptop ,26490,,,4,4,4,DDR4,,256.0,Intel Integrated UHD Graphics, 1366 x 768 ,No,14,Windows 11,1 Year Warranty
930,930,Dell,Dell Inspiron 3525 D560831WIN9SE Laptop ,39700,,3rd,2,4,8,DDR4,AMD Ryzen 3  3250U,256.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
931,931,Asus,Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop ,109990,80.0,6th,8,16,16,DDR5,AMD Ryzen 7 6800H,1024.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
932,932,HP,HP Spectre x360 13-ef0054TU Laptop ,147499,74.0,12th,14,20,16,LPDDR4x,Intel Core i7 12700H,1024.0,Intel Iris Xe Graphics, 3000 x 2000 ,Yes,13.5,Windows 11,1 Year Warranty
933,933,HP,HP Victus 16-e1061AX Gaming Laptop ,88990,70.0,6th,8,16,8,DDR5,AMD Ryzen 7  6800H,512.0,4 GB NVIDIA GeForce RTX 3050 Ti, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
934,934,Dell,Dell Vostro 3425 D552305WIN9BE Laptop ,36490,,5th,4,8,8,DDR4,AMD Ryzen 3  5425U,256.0,AMD Radeon AMD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
935,935,Lenovo,Lenovo Ideapad Slim 3 82H802KVIN Laptop ,49990,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Iris XE Graphic, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
936,936,Lenovo,Lenovo IdeaPad Gaming 3 82K201YCIN Laptop ,56135,70.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
937,937,Asus,Asus VivoBook 14 X415EA-EK322WS Notebook ,37990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated Intel UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
938,938,Dell,Dell Vostro 3425 D552309WIN9BE Laptop ,43490,60.0,5th,4,8,8,DDR4,AMD Ryzen 3  5425U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
939,939,Asus,Asus ROG Strix G15 2022 G513RS-HQ024WS Gaming Laptop ,187990,81.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HX,1024.0,8 GB NVIDIA GeForce RTX 3080, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
940,940,Asus,Asus ROG Strix G15 2022 G513RW-HQ149WS Gaming Laptop ,174990,81.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HX,1024.0,8 GB NVIDIA GeForce RTX 3070 Ti, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
941,941,Dell,Dell XPS 9720 Gaming Laptop ,384746,89.0,12th,14,20,32,DDR5,Intel Core i9 12900HK,1024.0,6 GB NVIDIA GeForce RTX 3060, 3840 x 2400 ,Yes,17,Windows 11,1 Year Warranty
942,942,Dell,Dell Alienware X17 R2 D569943WIN9 Gaming Laptop ,300490,,12th,14,20,32,LPDDR5,Intel Core i7 12700H,1024.0,8 GB NVIDIA GEFORCE RTX 3070 Ti, 1920 x 1080 ,No,17.3,Windows 11,1 Year Warranty
943,943,Lenovo,Lenovo IdeaPad Slim 3 82RK00EDIN Laptop ,57999,,12th,10,12,8,,Intel Core i5 1235U,512.0,‎Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
944,944,Asus,Asus ROG Strix G15 2022 G513RW-HQ137WS Gaming Laptop ,174990,83.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HX,1024.0,8 GB NVIDIA GeForce RTX 3070 Ti, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
945,945,Infinix,Infinix INBook X1 Neo Laptop ,21990,,,4,,4,LPDDR4X,,128.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
946,946,Asus,Asus ROG Strix G15 G513RM-HF328WS Gaming Laptop ,132990,79.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800H,1024.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
947,947,HP,HP Pavilion 15s-FR5007TU Laptop ,56999,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
948,948,Asus,Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop ,101990,75.0,12th,10,16,16,DDR5,Intel Core i7 12650H,1024.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
949,949,Panasonic,Panasonic Toughbook 40 Laptop ,374990,71.0,11th,4,8,8,DDR4,Intel Core i5 1145G7 vPro,512.0,, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
950,950,HP,HP 15s-eq1561AU Laptop ,34500,,3rd,2,4,8,DDR4,AMD Ryzen 3  3250U,256.0,AMD Radeon Radeon, 1366 x 768 ,No,15.6,Windows 11,1 Year Warranty
951,951,Asus,Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop ,174990,84.0,12th,14,20,16,DDR5,Intel Core i7 12700H,512.0,6 GB ‎NVIDIA GeForce RTX 3060, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
952,952,Asus,Asus TUF Gaming F15 FX506HC-HN119W Gaming Laptop ,84990,65.0,11th,6,12,8,DDR4,Intel Core i5 11400H,1024.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
953,953,HP,HP Victus 15-fa0351TX Laptop ,88677,60.0,12th,10,16,8,DDR4,Intel Core i7 12650H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
954,954,HP,HP Victus 15-fb0050AX Gaming Laptop ,65990,71.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
955,955,Lenovo,Lenovo IdeaPad Flex 5 82R9008GIN Laptop ,62500,68.0,5th,6,12,16,DDR4,AMD Ryzen 5  5500U,512.0,AMD Radeon, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
956,956,Lenovo,Lenovo Thinkpad P15s 20W7S1H800 Laptop ,165000,75.0,11th,4,8,32,DDR4,Intel Core i7 1165G7,1024.0,4 GB  Nvidia Quadro T500, 1920 x 1080 ,No,15.6,Windows 10,3 Year Warranty
957,957,HP,HP 14s-dq3037tu Laptop ,27590,,,2,,8,DDR4,,256.0,Intel Integrated UHD Graphics, 1366 x 768 ,No,14,Windows 11 ,1 Year Warranty
958,958,Asus,Asus ROG Strix G15 G513QR-HF302WS Gaming Laptop ,146990,80.0,5th,8,16,16,DDR4,AMD Ryzen 7  5800H,1024.0,8 GB NVIDIA GeForce RTX 3070, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
959,959,Lenovo,Lenovo IdeaPad Slim 3 81X800LAIN Laptop ,40699,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
960,960,HP,HP Pavilion x360 14-ek0088TU Laptop ,89990,61.0,12th,10,12,16,DDR4,Intel Core i7 1255U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
961,961,HP,HP Pavilion x360 14-dy0212TU Laptop ,43990,,11th,4,8,8,DDR4,Intel Core i3 1125G4,256.0,Intel Integrated Iris Xe Graphics, 1366 x 768 ,Yes,14,Windows,1 Year Warranty
962,962,Acer,Acer Aspire 3 A314-22 NX.HVVSI.007 Laptop ,29790,,,2,2,4,DDR4,,1024.0,AMD Radeon AMD, 1366 x 768 ,No,14,Windows 11,1 Year Warranty
963,963,Asus,Asus Vivobook Pro 15 OLED M6500IH-L1701WS Laptop ,65990,67.0,4th,8,16,16,DDR4,AMD Ryzen 7  4800H,512.0,4 GB NVIDIA GeForce GTX 1650 Max Q, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
964,964,Asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS Laptop ,65990,65.0,5th,6,12,16,DDR4,AMD Ryzen 5  5600H,512.0,AMD Radeon Graphics, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
965,965,Asus,Asus Vivobook 15 2022 X1502ZA-EJ302WS Laptop ,41950,,12th,10,12,8,DDR4,Intel Core i3 1220P,256.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
966,966,MSI,MSI Thin GF63 11UC-866IN Gaming Laptop ,67990,68.0,11th,8,16,8,DDR4,Intel Core i7 11800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 10,2 Year Warranty
967,967,Microsoft,Microsoft Surface Laptop 4 5AI-00121 13.5 inch ,125890,,11th,4,8,16,,Intel Core i5 1135G7,512.0,Intel Iris Xᵉ Graphics, 2256 x 1504 ,Yes,13.5,Windows 11,Backlit Keyboard
968,968,HP,HP 15s-ey1508AU Laptop ,32990,,3rd,2,4,8,DDR4,AMD Ryzen 3  3250U,256.0,AMD Radeon Radeon, 1366 x 768 ,No,15.6,Windows 11,1 Year Warranty
969,733,Asus,Asus Vivobook 15 K513EA-L703WS Laptop ,76990,,11th,4,8,8,DDR4,Intel Core i7 1165G7,1024.0,AMD Radeon Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,
970,970,Dell,Dell Vostro 5625 laptop ,71590,60.0,5th,8,16,16,DDR4,AMD Ryzen 7 5825U,512.0,AMD Radeon, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
971,971,Lenovo,Lenovo IdeaPad Slim 3 82KU017EIN Laptop ,44252,64.0,5th,6,12,8,DDR4,AMD Ryzen 5  5500U,512.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
972,972,HP,HP 14s-dy2507TU Laptop ,36490,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel Integrated UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
973,973,Lenovo,Lenovo Ideapad Gaming 3 82K201UKIN Laptop ,79900,66.0,5th,8,16,8,DDR4,AMD Ryzen 7  5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
974,974,Fujitsu,Fujitsu CH FPC02548LK Laptop ,59990,61.0,11th,4,8,16,LPDDR4X,Intel Core i5 1135G7,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,13.3,Windows 11,1 Year Warranty
975,975,Lenovo,Lenovo IdeaPad Slim 5 82SF008WIN Laptop ,79990,66.0,12th,10,12,16,DDR4,Intel Core i7 1255U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
976,976,Lenovo,Lenovo Ideapad Gaming 3 82K201UMIN Laptop ,80990,66.0,5th,8,16,16,DDR4,AMD Ryzen 7  5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
977,977,Lenovo,Lenovo IdeaPad 3 82RK0064IN Laptop ,56990,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
978,978,Asus,Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop ,92990,,5th,8,16,16,DDR4,AMD Ryzen 9  5900HX,1024.0,4 GB NVIDIA GeForce RTX RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
979,979,HP,HP Victus 15-fa0073TX Laptop ,83990,60.0,12th,10,16,8,DDR4,Intel Core i7 12650H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
980,980,HP,HP Pavilion 14-eh0021TU Laptop ,82900,65.0,12th,12,16,16,DDR4,Intel Core i5 12500H,512.0,Intel Iris Xe Graphics, 2240 x 1400 ,No,14,Windows 11,1 Year Warranty
981,981,HP,HP Pavilion 14-eh0025TU Laptop ,79889,64.0,12th,12,16,16,DDR4,Intel Core i5 12500H,512.0,Intel Iris Xe Graphics, 2240 x 1400 ,No,14,Windows 11,1 Year Warranty
982,982,Lenovo,Lenovo IdeaPad 3 14ITL6 82H701DYIN Laptop ,38990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
983,983,Dell,Dell Alienware M15 ICC-C780001WIN8 Laptop ,146899,68.0,5th,8,16,16,DDR4,AMD Ryzen 7  5800H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11 ,1 Year Warranty
984,984,HP,HP Spectre X360 16-f1003TU Laptop ,141499,75.0,12th,14,20,16,DDR4,Intel Core i7 12700H,512.0,Intel Iris X Graphics, 3072 x 1920 ,Yes,16,Windows 11,1 Year Warranty
985,985,LG,LG Gram 16Z90Q-G.AJ54A2 Laptop ,87990,66.0,12th,12,16,8,LPDDR5,Intel Core i5 1240P,512.0,Intel Iris Xe Graphics, 1600 x 2560 ,Yes,16,Windows 11,1 Year Warranty
986,986,Lenovo,Lenovo Yoga 7 Flip 82QE009SIN Laptop ,121666,70.0,12th,12,16,16,LPDDR5,Intel Core i7 1260P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,Yes,14,Windows 11,1 Year Warranty
987,987,Asus,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop ,88800,72.0,11th,6,12,16,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
988,988,Acer,Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop ,61990,64.0,12th,12,16,16,,Intel Core i5 1240P,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
989,989,Asus,Asus ROG Flow X13 GV301RE-LJ199WS Gaming Laptop ,147990,81.0,6th,8,16,32,LPDDR5,AMD Ryzen 7  6800HS,1024.0,4 GB NVIDIA GeForce RTX 3050 Ti, 1920 x 1200 ,Yes,13.4,Windows 11,1 Year Warranty
990,990,Asus,Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop ,176990,86.0,6th,8,16,32,DDR5,AMD Ryzen 9  6900HS​,1024.0,8 GB AMD Radeon RX 6800S, 2560 x 1600 ,No,14,Windows 11,1 Year Warranty
991,991,Asus,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop ,391990,,6th,8,16,32,DDR5,AMD Ryzen 9  6900HX,2048.0,16 GB NVIDIA GeForce RTX 3080 Ti, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
992,992,Asus,Asus ROG Flow X16 2022 GV601RE-M6012WS Gaming Laptop ,151990,81.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800HS,1024.0,4 GB NVIDIA GeForce RTX 3050 Ti, 2560 x 1600 ,Yes,16,Windows 11,1 Year Warranty
993,993,Asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop ,179990,85.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HS​,1024.0,8 GB NVIDIA GeForce RTX 3070, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
994,994,Asus,Asus ROG Zephyrus G14 GA402RJZ-L4134WS Gaming Laptop ,131000,77.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800HS,1024.0,8 GB AMD Radeon RX 6700S, 1920 x 1200 ,No,14,Windows 11,1 Year Warranty
995,995,Asus,Asus ROG Zephyrus G14 GA402RJ-L8182WS Gaming Laptop ,152990,79.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800HS,1024.0,8 GB AMD Radeon RX 6700S, 2560 x 1600 ,No,14,Windows 11,1 Year Warranty
996,996,Asus,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop ,398589,,6th,8,16,32,DDR5,AMD Ryzen 9  6900HX,2048.0,16 GB NVIDIA GeForce RTX 3080 Ti, 3840 x 2400 ,No,16,Windows 11,1 Year Warranty
997,997,Asus,Asus ROG Flow X13 GV301RE-LI201WS Gaming Laptop ,157900,83.0,6th,8,16,32,LPDDR5,AMD Ryzen 7  6800HS,1024.0,4 GB NVIDIA GeForce RTX 3050 Ti, 3840 x 2400 ,Yes,13.4,Windows 11,1 Year Warranty
998,998,Asus,Asus ROG Zephyrus Duo 16 GX650RMZ-LS019WS Gaming Laptop ,224990,85.0,6th,8,16,32,DDR5,AMD Ryzen 7  6800H,2048.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
999,999,Asus,Asus ROG Zephyrus G15 2022 GA503RM-HQ142WS Gaming Laptop ,140990,83.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800HS,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
1000,1000,Asus,Asus ROG Zephyrus G15 2022 GA503RM-HQ111WS Gaming Laptop ,145979,83.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800HS,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
1001,1001,Asus,Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop ,171990,81.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800HS,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1600 ,Yes,16,Windows 11,1 Year Warranty
1002,1002,Asus,Asus ROG Flow X13 GV301RA-LJ031WS Gaming Laptop ,94990,72.0,6th,8,16,16,LPDDR5,AMD Ryzen 7  6800HS,1024.0,AMD Radeon AMD, 1920 x 1200 ,Yes,13.4,Windows 11,1 Year Warranty
1003,1003,Asus,Asus ROG Zephyrus G15 GA503RW-LN066WS Gaming Laptop ,179990,85.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HS​,1024.0,8 GB NVIDIA GeForce RTX 3070Ti, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
1004,1004,HP,HP 15s-fr2514TU Laptop ,37990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
1005,1005,MSI,MSI Thin GF63 11UC-867IN Gaming Laptop ,62990,66.0,11th,6,12,8,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 10,2 Year Warranty
